,Parameter Name,Site_keys,LU,ppm
518,TSP - combined,[ 41.222584 -76.504949],"{'Deciduous forest land': 0.42574257425742573, 'Cropland and pasture': 0.5742574257425742}",0.016513793
519,TSP - combined,[ 41.221669 -76.015464],"{'Residential': 0.2, 'Streams and canals': 0.32, 'Industrial': 0.07, 'Deciduous forest land': 0.05, 'Mixed urban or built-up land': 0.36}",0.028026082
520,TSP - combined,[ 41.246394 -76.989941],"{'Commercial and Services': 0.37, 'Residential': 0.1, 'Streams and canals': 0.26, 'Industrial': 0.27}",0.011161111
521,TSP - combined,[ 41.24     -77.015278],"{'Commercial and Services': 0.11, 'Residential': 0.6, 'Streams and canals': 0.04, 'Industrial': 0.25}",0.013191429
522,TSP - combined,[ 41.212236 -80.502001],"{'Commercial and Services': 0.033816425120772944, 'Residential': 0.391304347826087, 'Cropland and pasture': 0.4830917874396135, 'Transportation, communications and services': 0.09178743961352658}",0.014465625000000001
523,TSP - combined,[ 41.232235 -80.506168],"{'Commercial and Services': 0.395, 'Residential': 0.105, 'Cropland and pasture': 0.5}",0.008658182
524,TSP - combined,[ 40.245566 -75.290446],"{'Commercial and Services': 0.35, 'Residential': 0.65}",0.014676667000000001
525,TSP - combined,[ 40.1389   -75.056551],"{'Commercial and Services': 0.3, 'Residential': 0.09, 'Other urban or built-up land': 0.26, 'Cropland and pasture': 0.35}",0.029799285000000002
526,TSP - combined,[ 40.076944 -75.304167],"{'Commercial and Services': 0.31, 'Residential': 0.69}",0.025727235
527,TSP - combined,[ 40.120845 -75.303782],"{'Residential': 0.87, 'Cropland and pasture': 0.13}",0.013133333
528,TSP - combined,[ 40.252511 -75.629624],"{'Commercial and Services': 0.047872340425531915, 'Residential': 0.5319148936170213, 'Other urban or built-up land': 0.42021276595744683}",0.011372
529,TSP - combined,[ 40.740283 -75.310722],"{'Commercial and Services': 0.16666666666666666, 'Residential': 0.4, 'Cropland and pasture': 0.4166666666666667, 'Strip mines, quarries and gravel pits': 0.016666666666666666}",0.013351723999999999
530,TSP - combined,[ 40.620278 -75.363333],"{'Residential': 0.27, 'Industrial': 0.14, 'Other urban or built-up land': 0.59}",0.013087096999999999
531,TSP - combined,[ 40.688889 -75.215556],"{'Commercial and Services': 0.14018691588785046, 'Residential': 0.6355140186915887, 'Streams and canals': 0.07476635514018691, 'Transportation, communications and services': 0.14953271028037382}",0.030098002
532,TSP - combined,[ 40.6175   -75.333056],"{'Residential': 0.009174311926605505, 'Industrial': 0.8532110091743119, 'Cropland and pasture': 0.05504587155963303, 'Transportation, communications and services': 0.08256880733944955}",0.013423858
533,TSP - combined,[ 40.69 -75.5 ],"{'Commercial and Services': 0.02, 'Residential': 0.55, 'Streams and canals': 0.07, 'Industrial': 0.35, 'Cropland and pasture': 0.01}",0.012473076999999999
534,TSP - combined,[ 40.456944 -77.165556],"{'Cropland and pasture': 0.49, 'Deciduous forest land': 0.51}",0.0187
535,TSP - combined,[ 39.94418  -75.165722],"{'Commercial and Services': 0.009900990099009901, 'Residential': 0.5841584158415841, 'Mixed urban or built-up land': 0.40594059405940597}",0.00843
536,TSP - combined,[ 39.978333 -75.097222],"{'Streams and canals': 0.42, 'Industrial': 0.21, 'Transportation, communications and services': 0.37}",0.00945
537,TSP - combined,[ 39.907891 -75.149066],"{'Commercial and Services': 0.07, 'Industrial and commercial complexes': 0.15, 'Transportation, communications and services': 0.38, 'Transitional areas': 0.16, 'Nonforested wetland': 0.24}",0.010198333
538,TSP - combined,[ 39.94678  -75.163511],"{'Mixed urban or built-up land': 0.71, 'Residential': 0.29}",0.01574251
539,TSP - combined,[ 39.978611 -75.118056],"{'Commercial and Services': 0.23, 'Residential': 0.48, 'Transportation, communications and services': 0.29}",0.00962
540,TSP - combined,[ 39.989167 -75.106667],"{'Residential': 0.94, 'Mixed urban or built-up land': 0.06}",0.0065035710000000005
541,TSP - combined,[ 39.979722 -75.110278],"{'Residential': 0.29, 'Transportation, communications and services': 0.71}",0.01265
542,TSP - combined,[ 39.895113 -75.245738],"{'Commercial and Services': 0.06, 'Residential': 0.72, 'Nonforested wetland': 0.09, 'Transitional areas': 0.13}",0.010263158
543,TSP - combined,[ 39.920946 -75.166845],"{'Commercial and Services': 0.08771929824561403, 'Residential': 0.8771929824561403, 'Other urban or built-up land': 0.03508771929824561}",0.0078
544,TSP - combined,[ 39.932891 -75.226293],"{'Commercial and Services': 0.12727272727272726, 'Residential': 0.5272727272727272, 'Industrial': 0.08181818181818182, 'Transportation, communications and services': 0.15454545454545454, 'Industrial and commercial complexes': 0.10909090909090909}",0.0053
545,TSP - combined,[ 39.980113 -75.155733],"{'Mixed urban or built-up land': 0.93, 'Residential': 0.07}",0.010994482
546,TSP - combined,[ 39.999722 -75.075   ],"{'Residential': 0.7014925373134329, 'Industrial': 0.07462686567164178, 'Other urban or built-up land': 0.22388059701492538}",0.012658744999999999
547,TSP - combined,[ 40.008889 -75.09778 ],"{'Commercial and Services': 0.65, 'Residential': 0.35}",0.011941786000000001
548,TSP - combined,[ 40.049616 -75.240822],"{'Commercial and Services': 0.01, 'Residential': 0.51, 'Deciduous forest land': 0.2, 'Cropland and pasture': 0.28}",0.011675862
549,TSP - combined,[ 40.002335 -75.219903],"{'Commercial and Services': 0.43859649122807015, 'Residential': 0.03508771929824561, 'Industrial': 0.3157894736842105, 'Reservoirs': 0.21052631578947367}",0.0072815790000000016
550,TSP - combined,[ 40.0764   -75.011549],"{'Industrial and commercial complexes': 0.09, 'Transportation, communications and services': 0.91}",0.013003922
551,TSP - combined,[ 40.036223 -75.139342],"{'Commercial and Services': 0.58, 'Residential': 0.42}",0.012898333000000001
552,TSP - combined,[ 40.02789  -75.047395],"{'Commercial and Services': 0.049019607843137254, 'Residential': 0.9117647058823529, 'Other urban or built-up land': 0.0392156862745098}",0.014835000000000001
553,TSP - combined,[ 40.237871 -76.197171],{'Cropland and pasture': 1.0},0.015171429000000002
554,TSP - combined,[ 40.146667 -79.902222],"{'Residential': 0.21, 'Streams and canals': 0.23, 'Industrial': 0.38, 'Deciduous forest land': 0.01, 'Transportation, communications and services': 0.17}",0.011999999999999999
555,TSP - combined,[ 40.165023 -79.862262],"{'Residential': 0.17, 'Streams and canals': 0.28, 'Industrial': 0.38, 'Deciduous forest land': 0.06, 'Transitional areas': 0.11}",0.00990606
556,TSP - combined,[ 40.255855 -79.930875],"{'Residential': 0.28, 'Deciduous forest land': 0.72}",0.000302881
557,TSP - combined,[ 40.171968 -80.252275],"{'Commercial and Services': 0.38, 'Residential': 0.45, 'Industrial': 0.14, 'Evergreen forest land': 0.03}",0.010222414
558,TSP - combined,[ 40.551686 -79.759757],"{'Commercial and Services': 0.2, 'Residential': 0.15, 'Streams and canals': 0.12, 'Industrial': 0.33, 'Deciduous forest land': 0.2}",0.023750731
559,TSP - combined,[ 40.161134 -79.880318],"{'Commercial and Services': 0.18, 'Residential': 0.53, 'Streams and canals': 0.04, 'Industrial': 0.25}",0.008919565999999999
560,TSP - combined,[ 39.965278 -76.699444],"{'Commercial and Services': 0.01, 'Residential': 0.57, 'Industrial': 0.42}",0.031392384
561,TSP - combined,[ 39.963333 -76.7225  ],{'Commercial and Services': 1.0},0.013375
562,TSP - combined,[ 39.951129 -76.765774],"{'Commercial and Services': 0.04, 'Residential': 0.7, 'Industrial': 0.24, 'Cropland and pasture': 0.02}",0.029444444
563,TSP - combined,[ 39.980018 -76.67077 ],"{'Commercial and Services': 0.82, 'Cropland and pasture': 0.04, 'Industrial': 0.06, 'Other urban or built-up land': 0.08}",0.012199999999999999
564,TSP - combined,[ 39.930018 -76.68466 ],"{'Commercial and Services': 0.22, 'Residential': 0.11, 'Cropland and pasture': 0.6, 'Transportation, communications and services': 0.07}",0.006666666999999999
565,TSP - combined,[ 40.028073 -76.750495],"{'Mixed urban or built-up land': 0.056074766355140186, 'Cropland and pasture': 0.9345794392523364, 'Residential': 0.009345794392523364}",0.010514545
566,TSP - combined,[ 41.7826   -71.472282],"{'Commercial and Services': 0.135, 'Residential': 0.31, 'Deciduous forest land': 0.055, 'Transportation, communications and services': 0.5}",0.007783600000000002
567,TSP - combined,[ 41.841767 -71.360055],"{'Residential': 0.7964601769911505, 'Streams and canals': 0.061946902654867256, 'Industrial': 0.017699115044247787, 'Other urban or built-up land': 0.11504424778761062, 'Deciduous forest land': 0.008849557522123894}",0.008509655000000001
568,TSP - combined,[ 41.816489 -71.368943],"{'Commercial and Services': 0.03, 'Residential': 0.83, 'Transportation, communications and services': 0.14}",0.0
569,TSP - combined,[ 41.8226   -71.410057],"{'Commercial and Services': 0.88, 'Industrial': 0.02, 'Transportation, communications and services': 0.1}",2.6920000000000002e-06
570,TSP - combined,[ 41.820933 -71.407557],"{'Commercial and Services': 0.72, 'Streams and canals': 0.04, 'Industrial': 0.12, 'Transportation, communications and services': 0.12}",2.1620000000000002e-06
571,TSP - combined,[ 42.002876 -71.502562],"{'Commercial and Services': 0.2361111111111111, 'Residential': 0.7638888888888888}",0.008774359
